No;Ruang;Kapasitas;Peserta;Kode MK;Kurikulum;Nama MK;Nama Kelas;Dosen;Waktu;Hari;Jam;Jam Masuk;Jam Keluar;Program Studi
1;A1.09 (Ged Baru);50;35;UIGE600004;01.00.12.01-2024;MPK Agama;Protestan B-Fasilkom;Johanis Putratama Kamuri, M.Th.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
2;A1.09 (Ged Baru);50;35;UIGE600004;01.00.12.01-2024;MPK Agama;Protestan B-Fasilkom;Dr. Indri Jatmoko, M.M.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
3;A1.09 (Ged Baru);50;45;CSCM602055;01.00.12.01-2024;Sistem Operasi;Sistem Operasi B;Muhammad Mishbah, S.Kom., M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
4;A1.09 (Ged Baru);50;12;CSCE604156;01.00.12.01-2024;Forensik Digital;Digital Forensics;Amril Syalim, S.Kom., M.Eng., Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
5;A1.09 (Ged Baru);50;5;CSCE604131;01.00.12.01-2024;Graf Pengetahuan;Knowledge Graph;Dr.rer.nat. Fariz Darari, S.Kom., M.Sc.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
6;A1.09 (Ged Baru);50;32;CSCM601252;01.00.12.01-2024;Pengantar Organisasi Komputer;POK;Ir. Adhi Yuniarto Laurentius Yohannes, M.Kom.;Selasa, 15:00 - 16:40;Selasa;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
7;A1.09 (Ged Baru);50;5;CSCE604131;01.00.12.01-2024;Graf Pengetahuan;Knowledge Graph;Dr.rer.nat. Fariz Darari, S.Kom., M.Sc.;Rabu, 09:00 - 09:50;Rabu;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
8;A1.09 (Ged Baru);50;45;CSCM602055;01.00.12.01-2024;Sistem Operasi;Sistem Operasi B;Muhammad Mishbah, S.Kom., M.Kom.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
9;A1.09 (Ged Baru);50;12;CSCE604156;01.00.12.01-2024;Forensik Digital;Digital Forensics;Amril Syalim, S.Kom., M.Eng., Ph.D.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Ilmu Komputer
10;A1.09 (Ged Baru);50;32;CSCM601252;01.00.12.01-2024;Pengantar Organisasi Komputer;POK;Ir. Adhi Yuniarto Laurentius Yohannes, M.Kom.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Ilmu Komputer
11;A1.09 (Ged Baru);50;2;CSCE604126;01.00.12.01-2024;Penjaminan Mutu Perangkat Lunak;PMPL;Daya Adianto, S.Kom., M.Kom.;Kamis, 15:00 - 16:40;Kamis;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
12;A1.09 (Ged Baru);50;2;CSCE604126;01.00.12.01-2024;Penjaminan Mutu Perangkat Lunak;PMPL;Alex Ferdinansyah, S.Kom., M.Kom.;Kamis, 15:00 - 16:40;Kamis;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
13;A1.10 (Ged Baru);60;22;UIGE600004;01.00.12.01-2024;MPK Agama;Katolik-Fasilkom;Robertus Bambang Rudianto, S.Fil.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
14;A1.10 (Ged Baru);60;13;CSCE604031;01.00.12.01-2024;Pengolahan Bahasa Manusia;PBM;Rahmad Mahendra, S.Kom., M.Sc., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
15;A1.10 (Ged Baru);60;13;CSCM603125;01.00.12.01-2024;Rekayasa Perangkat Lunak;RPL B;Iis Solichah, S.Kom., M.Kom., M.Comp.Sc;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
16;A1.10 (Ged Baru);60;38;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA C;;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
17;A1.10 (Ged Baru);60;2;CSCE604126;01.00.12.01-2024;Penjaminan Mutu Perangkat Lunak;PMPL;Alex Ferdinansyah, S.Kom., M.Kom.;Selasa, 15:00 - 16:40;Selasa;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
18;A1.10 (Ged Baru);60;2;CSCE604126;01.00.12.01-2024;Penjaminan Mutu Perangkat Lunak;PMPL;Daya Adianto, S.Kom., M.Kom.;Selasa, 15:00 - 16:40;Selasa;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
19;A1.10 (Ged Baru);60;13;CSCE604031;01.00.12.01-2024;Pengolahan Bahasa Manusia;PBM;Rahmad Mahendra, S.Kom., M.Sc., Ph.D.;Rabu, 10:00 - 10:50;Rabu;10:00 - 10:50;10:00;10:50;S1 - Ilmu Komputer
20;A1.10 (Ged Baru);60;13;CSCM603125;01.00.12.01-2024;Rekayasa Perangkat Lunak;RPL B;Iis Solichah, S.Kom., M.Kom., M.Comp.Sc;Rabu, 14:00 - 14:50;Rabu;14:00 - 14:50;14:00;14:50;S1 - Ilmu Komputer
21;A1.10 (Ged Baru);60;6;CSGE603091;06.00.12.01-2024;Metodologi Penelitian & Penulisan Ilmiah;MPPI B;Dr. Yova Ruldeviyani, S.Kom., M.Kom.;Rabu, 15:00 - 16:40;Rabu;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
22;A1.10 (Ged Baru);60;6;CSGE603091;06.00.12.01-2024;Metodologi Penelitian & Penulisan Ilmiah;MPPI B;Dr. Yekti Wirani, S.T., M.T.I.;Rabu, 15:00 - 16:40;Rabu;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
23;A1.10 (Ged Baru);60;38;CSGE602040;01.00.12.01-2024;Struktur Data & Algoritma;SDA C;;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
24;A1.10 (Ged Baru);60;59;CSAM601012;10.00.12.01-2026;Struktur Linear;Struktur Linear;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Kamis, 10:00 - 11:40;Kamis;10:00 - 11:40;10:00;11:40;S1 - Kecerdasan Artifisial
25;A1.10 (Ged Baru);60;5;CSGE601011;01.00.12.01-2024;Matematika Diskret 2;MatDis 2;Arlisa Yuliawati, S.Kom., M.Kom.;Kamis, 15:00 - 15:50;Kamis;15:00 - 15:50;15:00;15:50;S1 - Ilmu Komputer
26;A1.10 (Ged Baru);60;5;CSGE601011;01.00.12.01-2024;Matematika Diskret 2;MatDis 2;Arlisa Yuliawati, S.Kom., M.Kom.;Jumat, 10:00 - 11:40;Jumat;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
27;A1.51 (Ged Baru);60;66;CSCM602013;01.00.12.01-2024;Statistika dan Probabilitas;StatProb C;Rahmad Mahendra, S.Kom., M.Sc., Ph.D.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
28;A1.51 (Ged Baru);60;59;CSAM601010;10.00.12.01-2026;Logika dan Struktur Diskret;Struktur Diskret;Ari Saptawijaya, S.Kom., M.Sc., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Kecerdasan Artifisial
29;A1.51 (Ged Baru);60;6;CSCE604278;06.00.12.01-2024;Pengelolaan Produk Digital;PPD A;Hana Fitriani, S.Kom., M.Sc.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
30;A1.51 (Ged Baru);60;60;CSAM601011;10.00.12.01-2026;Kalkulus Univariat;Kalkulus Univariat;Adila Alfa Krisnadhi, S.Kom., M.Sc., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Kecerdasan Artifisial
31;A1.51 (Ged Baru);60;52;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 A;Vektor Dewanto, S.T., M.Eng., Ph.D.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
32;A1.51 (Ged Baru);60;52;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 A;Aruni Yasmin Azizah, S.Kom., M.Comp.Sc;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
33;A1.51 (Ged Baru);60;43;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 F;Aruni Yasmin Azizah, S.Kom., M.Comp.Sc;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
34;A1.51 (Ged Baru);60;52;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 A;Aruni Yasmin Azizah, S.Kom., M.Comp.Sc;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
35;A1.51 (Ged Baru);60;52;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 A;Vektor Dewanto, S.T., M.Eng., Ph.D.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
36;A1.51 (Ged Baru);60;66;CSCM602013;01.00.12.01-2024;Statistika dan Probabilitas;StatProb C;Rahmad Mahendra, S.Kom., M.Sc., Ph.D.;Rabu, 09:00 - 09:50;Rabu;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
37;A1.51 (Ged Baru);60;7;CSCE604183;01.00.12.01-2024;Pengajaran Berbantuan Komputer;PBK;Prof. Dr. Dra. Kasiyah, M.Sc.;Rabu, 11:00 - 11:50;Rabu;11:00 - 11:50;11:00;11:50;S1 - Ilmu Komputer
38;A1.51 (Ged Baru);60;60;CSAM601011;10.00.12.01-2026;Kalkulus Univariat;Kalkulus Univariat;Adila Alfa Krisnadhi, S.Kom., M.Sc., Ph.D.;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Kecerdasan Artifisial
39;A1.51 (Ged Baru);60;52;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 A;Aruni Yasmin Azizah, S.Kom., M.Comp.Sc;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
40;A1.51 (Ged Baru);60;52;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 A;Vektor Dewanto, S.T., M.Eng., Ph.D.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
41;A1.51 (Ged Baru);60;43;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 F;Aruni Yasmin Azizah, S.Kom., M.Comp.Sc;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
42;A1.51 (Ged Baru);60;60;CSAM601011;10.00.12.01-2026;Kalkulus Univariat;Kalkulus Univariat;Adila Alfa Krisnadhi, S.Kom., M.Sc., Ph.D.;Kamis, 13:00 - 13:50;Kamis;13:00 - 13:50;13:00;13:50;S1 - Kecerdasan Artifisial
43;A1.51 (Ged Baru);60;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat A;Dr. Fatimah Azzahro, S.Kom., M.Kom., M.Sc.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Sistem Informasi
44;A1.51 (Ged Baru);60;7;CSCE604183;01.00.12.01-2024;Pengajaran Berbantuan Komputer;PBK;Prof. Dr. Dra. Kasiyah, M.Sc.;Jumat, 08:00 - 09:40;Jumat;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
45;A2.01 (Auditorium Ged baru);269;21;CSCM603154;01.00.12.01-2024;Jaringan Komputer;JarKom A;Dr. Ari Wibisono, S.Kom., M.Kom.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
46;A2.01 (Auditorium Ged baru);269;21;CSCM603154;01.00.12.01-2024;Jaringan Komputer;JarKom A;Dr. Rizal Fathoni Aji, S.Kom., M.Kom.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
47;A2.01 (Auditorium Ged baru);269;13;CSIM603154;06.00.12.01-2024;Jaringan Komunikasi dan Data;Jarkomdat A;Dr. Ari Wibisono, S.Kom., M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
48;A2.01 (Auditorium Ged baru);269;22;CSIM602155;06.00.12.01-2024;Pengantar Sistem Operasi;PSO A;Heri Kurniawan, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
49;A2.01 (Auditorium Ged baru);269;11;CSIM603182;06.00.12.01-2024;Manajemen Sistem Informasi;MSI;Dr. Widia Resti Fitriani, S.Kom., M.Kom.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
50;A2.01 (Auditorium Ged baru);269;22;CSIM602155;06.00.12.01-2024;Pengantar Sistem Operasi;PSO A;Heri Kurniawan, S.Kom., M.Kom.;Rabu, 15:00 - 15:50;Rabu;15:00 - 15:50;15:00;15:50;S1 - Sistem Informasi
51;A2.01 (Auditorium Ged baru);269;11;CSIM603182;06.00.12.01-2024;Manajemen Sistem Informasi;MSI;Dr. Widia Resti Fitriani, S.Kom., M.Kom.;Kamis, 13:00 - 13:50;Kamis;13:00 - 13:50;13:00;13:50;S1 - Sistem Informasi
52;A2.01 (Auditorium Ged baru);269;13;CSIM603154;06.00.12.01-2024;Jaringan Komunikasi dan Data;Jarkomdat A;Dr. Ari Wibisono, S.Kom., M.Kom.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
53;A2.01 (Auditorium Ged baru);269;21;CSCM603154;01.00.12.01-2024;Jaringan Komputer;JarKom A;Dr. Ari Wibisono, S.Kom., M.Kom.;Jumat, 09:00 - 09:50;Jumat;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
54;A2.01 (Auditorium Ged baru);269;21;CSCM603154;01.00.12.01-2024;Jaringan Komputer;JarKom A;Dr. Rizal Fathoni Aji, S.Kom., M.Kom.;Jumat, 09:00 - 09:50;Jumat;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
55;A2.01 (Auditorium Ged Baru-1);65;32;CSCM603154;01.00.12.01-2024;Jaringan Komputer;JarKom B;Made Harta Dwijaksara, S.T., M.Sc., Ph.D.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
56;A2.01 (Auditorium Ged Baru-1);65;34;CSIM603154;06.00.12.01-2024;Jaringan Komunikasi dan Data;Jarkomdat B;Ibad Rahadian Saladdin, S.Kom., M.T.I.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
57;A2.01 (Auditorium Ged Baru-1);65;33;CSIM602155;06.00.12.01-2024;Pengantar Sistem Operasi;PSO B;Heri Kurniawan, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
58;A2.01 (Auditorium Ged Baru-1);65;33;CSIM602155;06.00.12.01-2024;Pengantar Sistem Operasi;PSO B;Heri Kurniawan, S.Kom., M.Kom.;Rabu, 15:00 - 15:50;Rabu;15:00 - 15:50;15:00;15:50;S1 - Sistem Informasi
59;A2.01 (Auditorium Ged Baru-1);65;34;CSIM603154;06.00.12.01-2024;Jaringan Komunikasi dan Data;Jarkomdat B;Ibad Rahadian Saladdin, S.Kom., M.T.I.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
60;A2.01 (Auditorium Ged Baru-1);65;32;CSCM603154;01.00.12.01-2024;Jaringan Komputer;JarKom B;Made Harta Dwijaksara, S.T., M.Sc., Ph.D.;Jumat, 09:00 - 09:50;Jumat;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
61;A2.06 (Ged Baru) --- Lab Laptop;70;10;CSGE601021;01.00.12.01-2024;Dasar-Dasar Pemrograman 2;DDP 2 A;Dr. Ade Azurat, S.Kom.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
62;A2.06 (Ged Baru) --- Lab Laptop;70;43;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 B;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
63;A2.06 (Ged Baru) --- Lab Laptop;70;23;CSIM602155;06.00.12.01-2024;Pengantar Sistem Operasi;PSO C;Drs. Lim Yohanes Stefanus, M.Math, Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
64;A2.06 (Ged Baru) --- Lab Laptop;70;28;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik B;Muhammad Okky Ibrohim, S.Mat., M.Kom., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
65;A2.06 (Ged Baru) --- Lab Laptop;70;4;CSCE604032;01.00.12.01-2024;Pemrosesan Bahasa Lisan;PBL;Dr. Kurniawati Azizah, S.T., M.Phil.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
66;A2.06 (Ged Baru) --- Lab Laptop;70;11;CSCE604045;01.00.12.01-2024;Geometri Komputasional;Geometri Kom. (A);Drs. Lim Yohanes Stefanus, M.Math, Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
67;A2.06 (Ged Baru) --- Lab Laptop;70;13;CSIM601251;06.00.12.01-2024;Dasar-Dasar Arsitektur Komputer;DDAK;Prof. Dr. Ir. Petrus Mursanto, M.Sc., IPU;Selasa, 15:00 - 16:40;Selasa;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
68;A2.06 (Ged Baru) --- Lab Laptop;70;10;CSGE601021;01.00.12.01-2024;Dasar-Dasar Pemrograman 2;DDP 2 A;Dr. Ade Azurat, S.Kom.;Rabu, 08:00 - 09:40;Rabu;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
69;A2.06 (Ged Baru) --- Lab Laptop;70;43;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 B;Alfan Farizki Wicaksono, S.T., M.Sc., Ph.D.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
70;A2.06 (Ged Baru) --- Lab Laptop;70;23;CSIM602155;06.00.12.01-2024;Pengantar Sistem Operasi;PSO C;Drs. Lim Yohanes Stefanus, M.Math, Ph.D.;Rabu, 15:00 - 15:50;Rabu;15:00 - 15:50;15:00;15:50;S1 - Sistem Informasi
71;A2.06 (Ged Baru) --- Lab Laptop;70;33;CSGE602022;01.00.12.01-2024;Pemrograman Berbasis Platform;PBP C;Arawinda Dinakaramani, S.Kom., M.Hum.;Rabu, 16:00 - 17:40;Rabu;16:00 - 17:40;16:00;17:40;S1 - Ilmu Komputer
72;A2.06 (Ged Baru) --- Lab Laptop;70;28;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik B;Muhammad Okky Ibrohim, S.Mat., M.Kom., Ph.D.;Kamis, 09:00 - 09:50;Kamis;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
73;A2.06 (Ged Baru) --- Lab Laptop;70;4;CSCE604032;01.00.12.01-2024;Pemrosesan Bahasa Lisan;PBL;Dr. Kurniawati Azizah, S.T., M.Phil.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Ilmu Komputer
74;A2.06 (Ged Baru) --- Lab Laptop;70;11;CSCE604045;01.00.12.01-2024;Geometri Komputasional;Geometri Kom. (A);Drs. Lim Yohanes Stefanus, M.Math, Ph.D.;Kamis, 13:00 - 13:50;Kamis;13:00 - 13:50;13:00;13:50;S1 - Ilmu Komputer
75;A2.06 (Ged Baru) --- Lab Laptop;70;13;CSIM601251;06.00.12.01-2024;Dasar-Dasar Arsitektur Komputer;DDAK;Prof. Dr. Ir. Petrus Mursanto, M.Sc., IPU;Kamis, 14:00 - 14:50;Kamis;14:00 - 14:50;14:00;14:50;S1 - Sistem Informasi
76;A2.06 (Ged Baru) --- Lab Laptop;70;8;CSIE604163;06.00.12.01-2024;Manajemen Hubungan Pelanggan;MHP B;Dr. Yekti Wirani, S.T., M.T.I.;Jumat, 08:00 - 09:40;Jumat;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
77;A2.07 (Ged baru);65;11;UIGE600004;01.00.12.01-2024;MPK Agama;Buddha-Fasilkom;Sim Mettasari Ishak, M.M.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
78;A2.07 (Ged baru);65;11;UIGE600004;01.00.12.01-2024;MPK Agama;Buddha-Fasilkom;Soelijono, M.M.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
79;A2.07 (Ged baru);65;12;CSGE603130;01.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD C;Dr.Eng. Laksmita Rahadianti, S.Kom., M.Sc.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
80;A2.07 (Ged baru);65;7;CSGE603130;01.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD A;Adila Alfa Krisnadhi, S.Kom., M.Sc., Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
81;A2.07 (Ged baru);65;7;CSGE603130;01.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD A;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
82;A2.07 (Ged baru);65;26;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik A;Meganingrum Arista Jiwanggi, S.Kom., M.Kom., M.Comp.Sc;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
83;A2.07 (Ged baru);65;19;CSCM603142;01.00.12.01-2024;Desain & Analisis Algoritma;DAA C;Ammar Fathin Sabili, S.Kom., Ph.D.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
84;A2.07 (Ged baru);65;4;CSCM603228;01.00.12.01-2024;Proyek Perangkat Lunak;PPL A;Dr. Ade Azurat, S.Kom.;Selasa, 13:00 - 15:30;Selasa;13:00 - 15:30;13:00;15:30;S1 - Ilmu Komputer
85;A2.07 (Ged baru);65;43;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 F;Aruni Yasmin Azizah, S.Kom., M.Comp.Sc;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
86;A2.07 (Ged baru);65;12;CSGE603130;01.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD C;Dr.Eng. Laksmita Rahadianti, S.Kom., M.Sc.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
87;A2.07 (Ged baru);65;7;CSGE603130;01.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD A;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Ilmu Komputer
88;A2.07 (Ged baru);65;7;CSGE603130;01.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD A;Adila Alfa Krisnadhi, S.Kom., M.Sc., Ph.D.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Ilmu Komputer
89;A2.07 (Ged baru);65;26;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik A;Meganingrum Arista Jiwanggi, S.Kom., M.Kom., M.Comp.Sc;Kamis, 09:00 - 09:50;Kamis;09:00 - 09:50;09:00;09:50;S1 - Ilmu Komputer
90;A2.07 (Ged baru);65;19;CSCM603142;01.00.12.01-2024;Desain & Analisis Algoritma;DAA C;Ammar Fathin Sabili, S.Kom., Ph.D.;Kamis, 10:00 - 11:40;Kamis;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
91;A2.07 (Ged baru);65;4;CSCM603228;01.00.12.01-2024;Proyek Perangkat Lunak;PPL A;Dr. Ade Azurat, S.Kom.;Kamis, 13:00 - 15:30;Kamis;13:00 - 15:30;13:00;15:30;S1 - Ilmu Komputer
92;A2.07 (Ged baru);65;26;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik A;Meganingrum Arista Jiwanggi, S.Kom., M.Kom., M.Comp.Sc;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Ilmu Komputer
93;A2.08 (Ged Baru);60;55;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom D;Soraya, M.Hum.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
94;A2.08 (Ged Baru);60;2;CSCE604128;01.00.12.01-2024;Teknik Kompilator;Teknik Kompilator;Prof. Heru Suhartanto, M.Sc., Ph.D.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
95;A2.08 (Ged Baru);60;14;CSCM603142;01.00.12.01-2024;Desain & Analisis Algoritma;DAA A;Ammar Fathin Sabili, S.Kom., Ph.D.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
96;A2.08 (Ged Baru);60;13;CSCM603142;01.00.12.01-2024;Desain & Analisis Algoritma;DAA B;Dr. Drs. R. Yugo Kartono Isal, M.Sc.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
97;A2.08 (Ged Baru);60;19;CSIE604279;06.00.12.01-2024;Pembangunan TIK untuk Negara Berkembang;ICTD A;Nandhita Zefania Maharani, M.Kom.;Rabu, 08:00 - 09:40;Rabu;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
98;A2.08 (Ged Baru);60;2;CSCE604128;01.00.12.01-2024;Teknik Kompilator;Teknik Kompilator;Prof. Heru Suhartanto, M.Sc., Ph.D.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Ilmu Komputer
99;A2.08 (Ged Baru);60;44;CSGE602070;01.00.12.01-2024;Basis Data;Basis Data B;Ilma Alpha Mannix, M.Kom.;Rabu, 16:00 - 17:40;Rabu;16:00 - 17:40;16:00;17:40;S1 - Ilmu Komputer
